-0.17,-1085.90,25.40,3.00,-0.17
-0.211,-1290.00,25.60,3.00,-0.201
-0.251,-1524.20,25.80,3.00,-0.227
-0.29,-1817.40,26.00,3.00,-0.254
-0.33,-2173.00,26.20,3.00,-0.279
-0.371,-2584.80,26.40,3.00,-0.301
-0.41,-3062.30,26.60,3.00,-0.323
-0.45,-3576.50,26.80,3.00,-0.346
-0.491,-4208.90,27.00,3.00,-0.364
-0.53,-4845.40,27.20,3.00,-0.383
-0.572,-5573.40,27.40,3.00,-0.402
-0.61,-6200.20,27.60,3.00,-0.419
-0.651,-6904.80,27.80,3.00,-0.436
-0.691,-7495.40,28.00,3.00,-0.455
-0.73,-8200.10,28.20,3.00,-0.474
-0.77,-8840.10,28.40,3.00,-0.488
-0.812,-9591.90,28.60,3.00,-0.508
-0.849,-10246.00,28.80,3.00,-0.524
-0.892,-11000.70,29.00,3.00,-0.542
-0.93,-11678.70,29.20,3.00,-0.559
-0.971,-12438.30,29.40,3.00,-0.578
-1.011,-13167.10,29.60,3.00,-0.597
-1.05,-13864.90,29.80,3.00,-0.613
-1.091,-14667.00,30.00,3.00,-0.633
-1.131,-15407.50,30.20,3.00,-0.651
-1.17,-16170.90,30.40,4.00,-0.671
-1.178,-15988.30,30.60,4.00,-0.672
-1.151,-14726.00,30.80,4.00,-0.659
-1.11,-13158.70,31.00,4.00,-0.635
-1.071,-11779.70,31.20,4.00,-0.615
-1.03,-10422.60,31.40,4.00,-0.594
-0.99,-9173.60,31.60,4.00,-0.574
-0.95,-8025.70,31.80,4.00,-0.556
-0.91,-6946.60,32.00,4.00,-0.538
-0.87,-5911.70,32.20,4.00,-0.517
-0.83,-5014.40,32.40,4.00,-0.50
-0.79,-4171.30,32.60,4.00,-0.482
-0.752,-3509.70,32.80,4.00,-0.465
-0.71,-2855.20,33.00,4.00,-0.447
-0.672,-2320.20,33.20,4.00,-0.431
-0.63,-1831.70,33.40,4.00,-0.411
-0.59,-1414.60,33.60,4.00,-0.395
-0.55,-1059.60,33.80,4.00,-0.376
-0.511,-761.50,34.00,4.00,-0.359
-0.471,-504.00,34.20,4.00,-0.339
-0.431,-281.20,34.40,4.00,-0.32
-0.39,-91.90,34.60,4.00,-0.303
-0.351,57.10,34.80,4.00,-0.281
-0.309,197.70,35.00,4.00,-0.259
-0.27,248.50,35.20,4.00,-0.229
-0.23,263.30,35.40,4.00,-0.19
-0.191,264.70,35.60,4.00,-0.151
-0.15,259.00,35.80,4.00,-0.108
-0.11,258.80,36.00,4.00,-0.068
-0.071,257.50,36.20,4.00,-0.027
-0.029,262.10,36.40,4.00,0.017
0.011,325.20,36.60,4.00,0.055
0.05,426.40,36.80,4.00,0.085
0.089,502.10,37.00,4.00,0.117
0.13,557.80,37.20,4.00,0.153
0.169,577.30,37.40,4.00,0.191
0.211,605.60,37.60,4.00,0.23
0.25,635.40,37.80,4.00,0.268
0.29,690.90,38.00,4.00,0.306
0.33,783.30,38.20,4.00,0.34
0.37,918.90,38.40,4.00,0.367
0.409,1138.40,38.60,4.00,0.391
0.45,1397.00,38.80,4.00,0.411
0.49,1681.80,39.00,4.00,0.427
0.53,2014.10,39.20,4.00,0.444
0.57,2401.70,39.40,4.00,0.459
0.611,2887.20,39.60,4.00,0.475
0.651,3431.10,39.80,4.00,0.49
0.69,4033.10,40.00,4.00,0.504
0.73,4623.40,40.20,4.00,0.518
0.769,5292.70,40.40,4.00,0.532
0.81,6013.90,40.60,4.00,0.548
0.849,6752.90,40.80,4.00,0.562
0.89,7530.30,41.00,4.00,0.579
0.929,8339.50,41.20,4.00,0.596
0.97,9192.20,41.40,4.00,0.615
1.01,10051.00,41.60,4.00,0.633
1.05,10937.60,41.80,4.00,0.651
1.089,11807.60,42.00,4.00,0.669
1.129,12706.70,42.20,4.00,0.689
1.17,13597.00,42.40,4.00,0.707
1.21,14507.90,42.60,4.00,0.728
1.25,15353.30,42.80,4.00,0.747
1.291,16237.70,43.00,4.00,0.768
1.33,17028.20,43.20,4.00,0.788
1.371,17835.80,43.40,4.00,0.807
1.409,18568.80,43.60,4.00,0.825
1.45,19385.50,43.80,4.00,0.847
1.49,20165.20,44.00,4.00,0.868
1.529,20921.90,44.20,4.00,0.889
1.57,21721.60,44.40,4.00,0.91
1.61,22439.30,44.60,4.00,0.932
1.65,23203.00,44.80,4.00,0.954
1.69,23886.90,45.00,4.00,0.976
1.73,24607.50,45.20,4.00,0.999
1.759,24944.90,45.40,5.00,1.016
1.753,24409.00,45.60,5.00,1.013
1.709,22846.10,45.80,5.00,0.989
1.669,21507.50,46.00,5.00,0.967
1.629,20241.60,46.20,5.00,0.946
1.588,18943.10,46.40,5.00,0.923
1.551,17795.30,46.60,5.00,0.903
1.509,16560.20,46.80,5.00,0.882
1.468,15379.40,47.00,5.00,0.861
1.431,14304.00,47.20,5.00,0.842
1.389,13179.10,47.40,5.00,0.821
1.348,12053.00,47.60,5.00,0.80
1.311,11105.40,47.80,5.00,0.783
1.27,10037.40,48.00,5.00,0.763
1.228,9035.60,48.20,5.00,0.744
1.191,8162.50,48.40,5.00,0.725
1.149,7196.60,48.60,5.00,0.707
1.108,6303.00,48.80,5.00,0.689
1.072,5537.50,49.00,5.00,0.673
1.029,4717.30,49.20,5.00,0.654
0.988,3985.70,49.40,5.00,0.639
0.951,3400.50,49.60,5.00,0.625
0.909,2744.00,49.80,5.00,0.609
0.869,2210.10,50.00,5.00,0.595
0.83,1758.70,50.20,5.00,0.581
0.789,1324.40,50.40,5.00,0.565
0.748,944.00,50.60,5.00,0.549
0.711,645.50,50.80,5.00,0.533
0.67,383.60,51.00,5.00,0.517
0.629,156.80,51.20,5.00,0.501
0.59,-25.10,51.40,5.00,0.485
0.55,-197.20,51.60,5.00,0.465
0.509,-315.60,51.80,5.00,0.439
0.469,-357.70,52.00,5.00,0.405
0.429,-355.30,52.20,5.00,0.365
0.389,-355.30,52.40,5.00,0.321
0.348,-356.70,52.60,5.00,0.281
0.311,-353.70,52.80,5.00,0.24
0.269,-347.10,53.00,5.00,0.198
0.229,-343.00,53.20,5.00,0.155
0.191,-398.90,53.40,5.00,0.118
0.149,-457.20,53.60,5.00,0.087
0.107,-510.70,53.80,5.00,0.055
0.071,-556.90,54.00,5.00,0.024
0.03,-591.10,54.20,5.00,-0.01
-0.011,-653.20,54.40,5.00,-0.042
-0.05,-722.80,54.60,5.00,-0.071
-0.09,-762.30,54.80,5.00,-0.10
-0.131,-827.70,55.00,5.00,-0.132
-0.172,-916.00,55.20,5.00,-0.16
-0.211,-990.60,55.40,5.00,-0.186
-0.251,-1126.20,55.60,5.00,-0.211
-0.292,-1272.50,55.80,5.00,-0.237
-0.33,-1423.00,56.00,5.00,-0.259
-0.371,-1626.00,56.20,5.00,-0.281
-0.412,-1868.90,56.40,5.00,-0.303
-0.45,-2178.00,56.60,5.00,-0.323
-0.49,-2518.30,56.80,5.00,-0.345
-0.531,-2967.30,57.00,5.00,-0.367
-0.572,-3483.70,57.20,5.00,-0.388
-0.609,-3989.60,57.40,5.00,-0.406
-0.65,-4655.00,57.60,5.00,-0.427
-0.691,-5347.40,57.80,5.00,-0.446
-0.73,-6098.40,58.00,5.00,-0.464
-0.77,-6846.40,58.20,5.00,-0.482
-0.811,-7689.80,58.40,5.00,-0.501
-0.852,-8536.00,58.60,5.00,-0.518
-0.89,-9340.90,58.80,5.00,-0.536
-0.932,-10277.30,59.00,5.00,-0.556
-0.971,-11211.90,59.20,5.00,-0.576
-1.011,-12152.90,59.40,5.00,-0.594
-1.05,-13075.20,59.60,5.00,-0.613
-1.091,-14104.60,59.80,5.00,-0.635
-1.131,-15072.50,60.00,5.00,-0.653
-1.169,-15985.40,60.20,5.00,-0.672
-1.211,-16941.40,60.40,5.00,-0.692
-1.251,-17789.50,60.60,5.00,-0.711
-1.289,-18500.40,60.80,5.00,-0.729
-1.331,-19267.60,61.00,5.00,-0.749
-1.371,-20025.10,61.20,5.00,-0.769
-1.411,-20748.10,61.40,5.00,-0.787
-1.449,-21391.40,61.60,5.00,-0.805
-1.491,-22113.50,61.80,5.00,-0.825
-1.531,-22839.80,62.00,5.00,-0.843
-1.57,-23463.20,62.20,5.00,-0.861
-1.611,-24176.00,62.40,5.00,-0.88
-1.651,-24861.60,62.60,5.00,-0.901
-1.691,-25501.40,62.80,5.00,-0.92
-1.731,-26070.80,63.00,5.00,-0.941
-1.76,-26372.90,63.20,6.00,-0.955
-1.752,-25587.70,63.40,6.00,-0.953
-1.709,-23623.80,63.60,6.00,-0.928
-1.67,-21957.10,63.80,6.00,-0.906
-1.631,-20445.70,64.00,6.00,-0.885
-1.591,-18960.40,64.20,6.00,-0.862
-1.549,-17471.10,64.40,6.00,-0.84
-1.511,-16153.10,64.60,6.00,-0.82
-1.491,-15469.30,64.70,6.00,-0.81
-1.451,-14170.40,64.90,6.00,-0.788
-1.409,-12827.90,65.10,6.00,-0.767
-1.389,-12218.60,65.20,6.00,-0.757
-1.351,-11092.70,65.40,6.00,-0.738
-1.312,-9946.30,65.60,6.00,-0.718
-1.291,-9389.40,65.70,6.00,-0.707
-1.249,-8282.90,65.90,6.00,-0.687
-1.21,-7319.40,66.10,6.00,-0.668
-1.19,-6855.90,66.20,6.00,-0.658
-1.15,-5960.60,66.40,6.00,-0.641
-1.108,-5095.00,66.60,6.00,-0.62
-1.089,-4732.60,66.70,6.00,-0.612
-1.051,-4042.70,66.90,6.00,-0.594
-1.011,-3400.50,67.10,6.00,-0.576
-0.991,-3084.50,67.20,6.00,-0.569
-0.949,-2515.00,67.40,6.00,-0.549
-0.91,-2078.90,67.60,6.00,-0.533
-0.892,-1863.00,67.70,6.00,-0.522
-0.85,-1495.10,67.90,6.00,-0.505
-0.809,-1138.30,68.10,6.00,-0.487
-0.795,-1047.80,68.20,6.00,-0.481
-0.75,-733.30,68.40,6.00,-0.462
-0.71,-497.90,68.60,6.00,-0.442
-0.691,-402.70,68.70,6.00,-0.436
-0.651,-240.70,68.90,6.00,-0.417
-0.609,-76.90,69.10,6.00,-0.398
-0.59,-16.00,69.20,6.00,-0.391
-0.551,89.00,69.40,6.00,-0.374
-0.511,170.30,69.60,6.00,-0.355
-0.49,194.50,69.70,6.00,-0.343
-0.448,227.00,69.90,6.00,-0.31
-0.41,230.70,70.10,6.00,-0.272
-0.39,226.70,70.20,6.00,-0.254
-0.351,237.40,70.40,6.00,-0.214
-0.31,234.70,70.60,6.00,-0.172
-0.289,232.10,70.70,6.00,-0.15
-0.25,227.20,70.90,6.00,-0.11
-0.211,226.80,71.10,6.00,-0.069
-0.191,240.30,71.20,6.00,-0.049
-0.15,258.60,71.40,6.00,-0.008
-0.109,344.30,71.60,6.00,0.019
-0.09,366.90,71.70,6.00,0.029
-0.051,425.20,71.90,6.00,0.053
-0.011,464.50,72.10,6.00,0.075
0.01,477.00,72.20,6.00,0.089
0.051,517.20,72.40,6.00,0.119
0.089,527.40,72.60,6.00,0.154
0.11,535.50,72.70,6.00,0.173
0.149,548.50,72.90,6.00,0.207
0.191,567.60,73.10,6.00,0.245
0.211,600.70,73.20,6.00,0.262
0.25,647.50,73.40,6.00,0.295
0.29,703.40,73.60,6.00,0.324
0.309,754.80,73.70,6.00,0.334
0.35,846.20,73.90,6.00,0.353
0.39,978.10,74.10,6.00,0.37
0.411,1048.10,74.20,6.00,0.378
0.449,1187.30,74.40,6.00,0.393
0.489,1341.40,74.60,6.00,0.408
0.509,1454.50,74.70,6.00,0.419
0.551,1702.40,74.90,6.00,0.437
0.59,1976.80,75.10,6.00,0.455
0.61,2128.50,75.20,6.00,0.462
0.649,2466.50,75.40,6.00,0.478
0.689,2867.70,75.60,6.00,0.497
0.71,3088.40,75.70,6.00,0.505
0.751,3590.50,75.90,6.00,0.523
0.79,4112.90,76.10,6.00,0.539
0.809,4400.60,76.20,6.00,0.547
0.849,5006.80,76.40,6.00,0.564
0.891,5680.30,76.60,6.00,0.58
0.911,6046.20,76.70,6.00,0.59
0.95,6769.70,76.90,6.00,0.609
0.989,7493.50,77.10,6.00,0.626
1.009,7875.70,77.20,6.00,0.636
1.049,8671.70,77.40,6.00,0.655
1.091,9507.40,77.60,6.00,0.675
1.11,9942.20,77.70,6.00,0.685
1.149,10742.30,77.90,6.00,0.705
1.189,11573.30,78.10,6.00,0.724
1.21,12028.60,78.20,6.00,0.736
1.25,12906.50,78.40,6.00,0.756
1.291,13864.90,78.60,6.00,0.776
1.311,14297.30,78.70,6.00,0.787
1.349,15166.00,78.90,6.00,0.806
1.389,16099.10,79.10,6.00,0.827
1.409,16555.60,79.20,6.00,0.837
1.449,17542.20,79.40,6.00,0.86
1.491,18511.10,79.60,6.00,0.881
1.511,18962.70,79.70,6.00,0.891
1.55,19925.40,79.90,6.00,0.913
1.589,20862.70,80.10,6.00,0.934
1.61,21343.20,80.20,6.00,0.944
1.651,22361.90,80.40,6.00,0.967
1.69,23266.60,80.60,6.00,0.988
1.71,23729.90,80.70,6.00,0.999
1.749,24631.00,80.90,7.00,1.021
1.758,24601.00,81.10,7.00,1.026
1.753,24317.30,81.20,7.00,1.025
1.711,22801.80,81.40,7.00,1.001
1.669,21426.10,81.60,7.00,0.979
1.65,20771.30,81.70,7.00,0.968
1.608,19453.90,81.90,7.00,0.944
1.569,18243.60,82.10,7.00,0.923
1.55,17683.60,82.20,7.00,0.913
1.51,16453.60,82.40,7.00,0.892
1.469,15275.40,82.60,7.00,0.87
1.449,14688.70,82.70,7.00,0.859
1.408,13537.80,82.90,7.00,0.839
1.37,12484.70,83.10,7.00,0.819
1.35,11941.10,83.20,7.00,0.808
1.31,10873.50,83.40,7.00,0.788
1.268,9839.70,83.60,7.00,0.769
1.248,9335.50,83.70,7.00,0.759
1.21,8418.00,83.90,7.00,0.742
1.168,7462.80,84.10,7.00,0.722
1.149,7006.20,84.20,7.00,0.713
1.109,6120.10,84.40,7.00,0.694
1.068,5268.40,84.60,7.00,0.675
1.049,4889.00,84.70,7.00,0.668
1.01,4159.30,84.90,7.00,0.65
0.97,3480.40,85.10,7.00,0.634
0.949,3173.20,85.20,7.00,0.626
0.909,2560.30,85.40,7.00,0.612
0.87,2069.60,85.60,7.00,0.599
0.851,1850.30,85.70,7.00,0.59
0.809,1414.40,85.90,7.00,0.577
0.769,1034.00,86.10,7.00,0.561
0.747,861.90,86.20,7.00,0.553
0.709,572.20,86.40,7.00,0.54
0.67,347.50,86.60,7.00,0.524
0.649,223.20,86.70,7.00,0.516
0.61,42.60,86.90,7.00,0.50
0.568,-108.80,87.10,7.00,0.484
0.549,-178.50,87.20,7.00,0.477
0.51,-263.10,87.40,7.00,0.46
0.469,-306.50,87.60,7.00,0.433
0.449,-309.50,87.70,7.00,0.414
0.408,-309.40,87.90,7.00,0.372
0.369,-307.60,88.10,7.00,0.333
0.35,-318.40,88.20,7.00,0.312
0.309,-313.20,88.40,7.00,0.269
0.269,-307.60,88.60,7.00,0.228
0.249,-305.90,88.70,7.00,0.207
0.208,-308.80,88.90,7.00,0.164
0.17,-338.20,89.10,7.00,0.126
0.149,-351.10,89.20,7.00,0.112
0.109,-396.70,89.40,7.00,0.089
0.069,-434.70,89.60,7.00,0.066
0.048,-450.60,89.70,7.00,0.052
0.009,-493.00,89.90,7.00,0.03
-0.029,-523.50,90.10,7.00,0.004
-0.051,-547.90,90.20,7.00,-0.009
-0.091,-573.40,90.40,7.00,-0.037
-0.131,-615.80,90.60,7.00,-0.065
-0.152,-646.10,90.70,7.00,-0.078
-0.19,-673.30,90.90,7.00,-0.104
-0.231,-725.90,91.10,7.00,-0.134
-0.251,-754.50,91.20,7.00,-0.15
-0.292,-816.70,91.40,7.00,-0.177
-0.33,-898.30,91.60,7.00,-0.205
-0.35,-927.90,91.70,7.00,-0.22
-0.39,-1033.20,91.90,7.00,-0.249
-0.431,-1158.30,92.10,7.00,-0.275
-0.45,-1222.60,92.20,7.00,-0.288
-0.49,-1387.40,92.40,7.00,-0.313
-0.531,-1578.10,92.60,7.00,-0.335
-0.551,-1701.00,92.70,7.00,-0.347
-0.591,-1940.80,92.90,7.00,-0.37
-0.632,-2254.00,93.10,7.00,-0.389
-0.652,-2431.10,93.20,7.00,-0.399
-0.69,-2764.90,93.40,7.00,-0.418
-0.73,-3207.80,93.60,7.00,-0.439
-0.751,-3425.30,93.70,7.00,-0.447
-0.791,-3939.70,93.90,7.00,-0.466
-0.831,-4529.00,94.10,7.00,-0.487
-0.849,-4793.70,94.20,7.00,-0.495
-0.891,-5456.10,94.40,7.00,-0.514
-0.931,-6180.00,94.60,7.00,-0.535
-0.952,-6552.90,94.70,7.00,-0.545
-0.991,-7330.40,94.90,7.00,-0.564
-1.03,-8110.70,95.10,7.00,-0.584
-1.05,-8509.20,95.20,7.00,-0.592
-1.091,-9391.50,95.40,7.00,-0.613
-1.131,-10257.10,95.60,7.00,-0.632
-1.152,-10693.90,95.70,7.00,-0.641
-1.19,-11543.60,95.90,7.00,-0.661
-1.23,-12447.80,96.10,7.00,-0.682
-1.252,-12949.80,96.20,7.00,-0.691
-1.291,-13894.90,96.40,7.00,-0.712
-1.331,-14845.70,96.60,7.00,-0.732
-1.351,-15328.00,96.70,7.00,-0.743
-1.391,-16326.80,96.90,7.00,-0.761
-1.432,-17387.50,97.10,7.00,-0.784
-1.451,-17890.50,97.20,7.00,-0.793
-1.49,-18887.20,97.40,7.00,-0.814
-1.531,-19948.40,97.60,7.00,-0.835
-1.551,-20475.00,97.70,7.00,-0.845
-1.591,-21538.80,97.90,7.00,-0.865
-1.63,-22594.40,98.10,7.00,-0.888
-1.651,-23117.60,98.20,7.00,-0.897
-1.691,-24176.60,98.40,7.00,-0.919
-1.731,-25216.80,98.60,7.00,-0.939
-1.751,-25701.10,98.70,8.00,-0.95
-1.759,-25566.90,98.90,8.00,-0.955
-1.729,-24138.90,99.10,8.00,-0.939
-1.709,-23236.70,99.20,8.00,-0.929
-1.67,-21580.50,99.40,8.00,-0.904
-1.63,-20038.40,99.60,8.00,-0.884
-1.61,-19339.70,99.70,8.00,-0.872
-1.571,-17855.30,99.90,8.00,-0.851
-1.53,-16463.00,100.10,8.00,-0.83
-1.51,-15748.00,100.20,8.00,-0.82
-1.47,-14416.80,100.40,8.00,-0.799
-1.43,-13163.70,100.60,8.00,-0.778
-1.41,-12511.30,100.70,8.00,-0.768
-1.371,-11327.50,100.90,8.00,-0.749
-1.331,-10164.90,101.10,8.00,-0.73
-1.31,-9610.90,101.20,8.00,-0.719
-1.269,-8513.80,101.40,8.00,-0.698
-1.229,-7439.60,101.60,8.00,-0.679
-1.209,-6982.00,101.70,8.00,-0.669
-1.17,-6114.50,101.90,8.00,-0.652
-1.131,-5265.80,102.10,8.00,-0.633
-1.111,-4887.70,102.20,8.00,-0.623
-1.071,-4155.70,102.40,8.00,-0.605
-1.03,-3478.50,102.60,8.00,-0.588
-1.009,-3151.90,102.70,8.00,-0.578
-0.97,-2579.10,102.90,8.00,-0.559
-0.929,-2115.70,103.10,8.00,-0.543
-0.91,-1910.90,103.20,8.00,-0.534
-0.87,-1508.60,103.40,8.00,-0.515
-0.831,-1185.70,103.60,8.00,-0.499
-0.812,-1034.60,103.70,8.00,-0.491
-0.772,-779.60,103.90,8.00,-0.473
-0.727,-508.50,104.10,8.00,-0.454
-0.708,-420.70,104.20,8.00,-0.446
-0.669,-251.50,104.40,8.00,-0.429
-0.63,-114.10,104.60,8.00,-0.413
-0.61,-36.30,104.70,8.00,-0.404
-0.571,56.10,104.90,8.00,-0.388
-0.531,150.70,105.10,8.00,-0.37
-0.511,172.10,105.20,8.00,-0.359
-0.47,193.20,105.40,8.00,-0.325
-0.428,198.20,105.60,8.00,-0.286
-0.41,196.10,105.70,8.00,-0.266
-0.37,198.70,105.90,8.00,-0.226
-0.331,199.00,106.10,8.00,-0.185
-0.312,197.40,106.20,8.00,-0.166
-0.271,192.00,106.40,8.00,-0.124
-0.232,201.20,106.60,8.00,-0.083
-0.21,196.70,106.70,8.00,-0.062
-0.169,213.20,106.90,8.00,-0.02
-0.129,296.30,107.10,8.00,0.005
-0.11,329.10,107.20,8.00,0.017
-0.07,386.20,107.40,8.00,0.039
-0.031,423.50,107.60,8.00,0.063
-0.011,442.10,107.70,8.00,0.076
0.029,463.90,107.90,8.00,0.104
0.069,481.40,108.10,8.00,0.138
0.09,489.10,108.20,8.00,0.155
0.13,508.70,108.40,8.00,0.191
0.17,531.80,108.60,8.00,0.228
0.189,538.20,108.70,8.00,0.244
0.23,565.50,108.90,8.00,0.279
0.268,608.20,109.10,8.00,0.307
0.289,634.60,109.20,8.00,0.322
0.329,712.50,109.40,8.00,0.345
0.37,813.80,109.60,8.00,0.362
0.39,864.20,109.70,8.00,0.371
0.431,1001.20,109.90,8.00,0.386
0.469,1129.30,110.10,8.00,0.401
0.489,1208.00,110.20,8.00,0.41
0.53,1400.10,110.40,8.00,0.426
0.57,1630.20,110.60,8.00,0.443
0.589,1753.70,110.70,8.00,0.453
0.63,2060.30,110.90,8.00,0.47
0.67,2416.90,111.10,8.00,0.489
0.69,2617.20,111.20,8.00,0.497
0.731,3039.40,111.40,8.00,0.515
0.77,3517.20,111.60,8.00,0.531
0.79,3777.30,111.70,8.00,0.54
0.83,4316.40,111.90,8.00,0.556
0.869,4927.20,112.10,8.00,0.573
0.889,5239.10,112.20,8.00,0.582
0.929,5930.40,112.40,8.00,0.599
0.97,6656.40,112.60,8.00,0.618
0.99,7048.00,112.70,8.00,0.627
1.031,7830.40,112.90,8.00,0.645
1.071,8597.20,113.10,8.00,0.665
1.089,9005.80,113.20,8.00,0.675
1.13,9850.80,113.40,8.00,0.695
1.169,10679.60,113.60,8.00,0.714
1.189,11109.40,113.70,8.00,0.725
1.229,11979.60,113.90,8.00,0.746
1.271,12905.80,114.10,8.00,0.766
1.291,13383.70,114.20,8.00,0.776
1.332,14305.80,114.40,8.00,0.798
